ID_CPTE,Default
71424379,0.010873210076831303
64887111,0.006271554365947317
69431075,0.04548522019760741
31823308,0.03432471151641029
39407834,0.06481229316476489
94576690,0.00890317346657275
35602796,0.01117769943320512
94837853,0.006808096963756691
84623445,0.03142334960478191
62980143,0.008336039642173427
78059616,0.00832519459547873
40860073,0.017563814849416194
12768522,0.23441081484128487
93960571,0.3687965541111846
58415730,0.11048614185034475
45730545,0.015992952373517874
96459912,0.031212564116680372
69410008,0.01363291815252332
20848541,0.0068937701629741
86440680,0.014906873889734993
35064939,0.006114856187684016
81456942,0.010310661472280462
62558908,0.005991656709303162
62765622,0.017096627312342332
36769705,0.009357713202533183
99373407,0.01915023649009929
78189606,0.03230227313374584
80652578,0.013834699736826732
60690382,0.08813685739258967
33092863,0.0072526727554051386
35818067,0.010695150523860462
57792287,0.195589414669503
98221482,0.011742087307879356
16494454,0.006289589869734921
23719045,0.09224879567690808
64879113,0.006900638106221881
16483411,0.9061353386129946
95947659,0.14682552754321546
50679080,0.011960508658653637
82895002,0.00995481383347229
98589166,0.009916955946115809
15961871,0.0063004416580868345
93000060,0.0058000762525333895
66637782,0.017990433042915806
91341135,0.008618137514036735
37321168,0.011125111733985503
55332211,0.009284818165388432
13040161,0.010916278953604424
37914780,0.008495991028349258
58839703,0.01433741650185731
19924879,0.010295297784253494
47420127,0.9251584062439827
49509319,0.017794462575623102
71800865,0.0482371132871441
54378661,0.011525336995724635
48531199,0.015184557621145824
57718720,0.277965617975023
99145683,0.008037096720033192
38331865,0.007848980465428472
67607515,0.010091519031779668
39476696,0.014814331177809713
48157416,0.030370683741271477
49562494,0.05225610551174608
18464790,0.04079767880998147
98488155,0.022987235489800372
82428143,0.21010783210800207
92289871,0.21788184195944166
40833536,0.008781575852716958
58412730,0.011803009319687901
94919503,0.00924750481081059
36024847,0.02910874377272765
70053002,0.03336685430340794
19317686,0.008031073210172024
26499429,0.010192040609273022
91811679,0.6803425978630832
27598351,0.007791993826327791
13146590,0.01097692945614575
14140936,0.006246429811197696
25865941,0.041411315494860115
35606535,0.06383802668804027
16398613,0.020665503096475548
60262639,0.01460873093930563
93611801,0.13975953303159658
19723079,0.0065039997552951406
60275560,0.3011010700291268
20987505,0.02145229523842682
33042149,0.04776537685062526
56657132,0.3270931513195976
41906063,0.01040781279564374
27532056,0.0187932680846408
96224441,0.02796842659614469
46361357,0.004076571480180106
85631813,0.011305570502404015
39064897,0.013518462303660562
97976527,0.9367909252251296
77138278,0.8739072821714331
15144802,0.007470796984279271
12406827,0.007132759927199809
11437470,0.010078336457348961
55531429,0.009030444480511653
20083342,0.027026156455101643
84333032,0.014425817803633325
30337375,0.01708430678904892
86363228,0.046014033187705076
63496046,0.20000500951654923
26573733,0.9611857085079097
37872388,0.021666422897837604
55314407,0.07575057179049598
43229505,0.008243877431944194
76148767,0.006878848798654793
77406171,0.3595042034612967
43507822,0.4547787957768722
54717962,0.007443008107180248
37034137,0.01845464200284201
74080223,0.008309920420800549
89341722,0.016714421189112073
47626922,0.42607472564272364
35242394,0.03889275376060214
70999128,0.0849043683321756
61478356,0.009672674593222165
41195771,0.012513406842004235
58751096,0.041785012391651444
64588883,0.008457563577797925
18673221,0.7042567323959418
19604662,0.5004965416760503
51090065,0.2608251723506201
54587970,0.2758529303468933
44995621,0.28498940321531846
58847890,0.42480429314707524
81648450,0.008302293534483423
73591077,0.1127734312650957
70676031,0.022497067360164647
15275975,0.01129381370583125
70132216,0.018953980863089085
76015200,0.006417975520909214
77027045,0.01071754115267414
82923038,0.016608997853075336
35244382,0.01459646850967071
56938637,0.1581453578443588
94107207,0.007338959804663589
10074849,0.006977912076621765
78973765,0.8240932133859956
32741572,0.013583480688804966
62058483,0.005817833329921002
37638870,0.005854368286293652
12247846,0.007551531276816659
33259241,0.6020565112507316
52920482,0.035086922007509826
57111840,0.01486361407331108
38943943,0.02154482855439934
69311320,0.09591738917336706
71515001,0.006988384300248552
95084559,0.010920052708870046
13918683,0.25430432305758194
43349067,0.017859618415751885
45256701,0.011100614525558924
33261798,0.5198257052297169
97404418,0.25351179314970607
38659658,0.008182556652718121
43185890,0.00754422013671372
86166467,0.008954892821905952
87215250,0.16611475741152967
86150356,0.008957155591039295
49206295,0.009273350004599359
29579996,0.5460432267683928
73024899,0.006005043413264441
52223553,0.008727166533734686
78534502,0.007595363973032893
14446708,0.005768132082190865
60846309,0.16615797882937197
65065700,0.011295984012314447
58880782,0.7531908885639097
15522884,0.03844022348883694
31109233,0.25311890099914447
85797545,0.7155952876866967
21302198,0.056546834946508404
16977655,0.0116307609194823
20003168,0.016263854299407306
74259657,0.006063625468785158
95590015,0.007831508856657452
93231210,0.023825113339281136
21896369,0.012817652437991331
68788926,0.006655926193623297
18603371,0.00520787331844539
30964938,0.05513572762487753
92288695,0.1083765553965133
20760224,0.2331446063020421
85699224,0.007884100682842853
25746090,0.005859079839806664
15452825,0.34689148479596654
55801242,0.08179044087669418
57279912,0.050670031810797
25116796,0.3108292614704421
87076313,0.07216314505836464
11503093,0.03929246101319344
80149177,0.03191869882752542
69774047,0.3657617252578934
11088572,0.009713369907898574
31799979,0.010112824822075109
99407660,0.04892616782582237
43242574,0.054200464017061446
91528734,0.011729092842599024
63945144,0.06555663187866557
75932477,0.043151739486672114
65714716,0.021794588280000467
57304125,0.013087674073117507
25181645,0.05074671055455156
97071841,0.05754155442497711
29259634,0.00653803531046827
60051902,0.01060624203342885
60478514,0.42591058493627
27155901,0.02471685495039098
95704276,0.009243125939269698
57826542,0.007553062557150531
60595997,0.16944283462475684
52751137,0.00725235260379522
96476472,0.8554675090561669
83268738,0.014939422332121545
44690429,0.03130228336303682
96469324,0.0067880180380795255
18756929,0.07266452954499915
57281347,0.090355153934188
88573647,0.03406025335801863
14355674,0.9443773767552648
58564586,0.029324450386831662
87327600,0.00943651918067516
80323853,0.00856482920071074
27396763,0.03325826522046337
86955586,0.19344757788143688
66692879,0.0722850547956994
15699273,0.08726526712970077
32083831,0.02068941036394176
82184997,0.04271509506833321
22662574,0.05624204639578517
80641463,0.017569673931034
79340157,0.02422191572072058
66771105,0.018734815584483373
79560247,0.014132800426205712
16128549,0.1801333590108816
78601383,0.19653385866436757
76585283,0.007844562564601093
60962411,0.019302004180730796
53496127,0.013773420331608598
57760894,0.2711004824119046
15403268,0.007403236776625429
60782423,0.027930053484636883
45358721,0.014972760201290184
37713647,0.04125021912991236
16815885,0.01989981582029406
50326299,0.029655755272150676
19921212,0.008962961133236904
83051649,0.01906081987945115
21825090,0.011465393872512464
87164127,0.1250992389311413
12817588,0.04153658273388486
59754603,0.5217721839001187
92152124,0.010774105654561602
14741404,0.3249399083764818
42024542,0.00923327493968134
78699945,0.06396585232117512
95434595,0.012958628544634272
14571094,0.009356682844310106
54183771,0.017604823665963703
36498839,0.36198823358656795
23377571,0.11296688547265143
96381423,0.43003620555938776
61084638,0.00919899317475352
48079852,0.008835566765864729
35786342,0.0437162295516337
86330016,0.4750459083906282
86954936,0.14808404361362348
12705249,0.012743170383449468
57289585,0.011337794894579936
13225642,0.012637467568614738
29002798,0.19333810964644765
18410777,0.01184745797397641
77527844,0.015855603120204207
12327786,0.012299660998077305
50040654,0.02779429514646037
24806123,0.014289621386567296
66386610,0.07617807811399253
26355576,0.03556857526665701
72020832,0.0651559379541221
38190322,0.010819813919065288
14179737,0.4586182296617464
71148297,0.017854761647811773
19717110,0.6131333468810801
16521638,0.020446368835210883
78191111,0.006797967511919622
29180821,0.10469838073209614
60507607,0.024049746592511814
19963369,0.23723230574993925
81532585,0.0230094843668645
67253200,0.011596689539538773
70177523,0.005897309638245255
62926431,0.008678357217889952
80520573,0.6897183600172712
67012357,0.05121615335797425
86625446,0.03184202931588244
73617964,0.040685582311679264
36290825,0.013778400917096766
58380485,0.015910166401833483
58503774,0.4339965006488765
86817823,0.51970570397626
44583702,0.02396356798812035
14664882,0.008924168056301762
80550799,0.19172955436839914
27850916,0.35592657206364253
38217795,0.013458387184770553
87176656,0.02360396415490724
45876270,0.009625814242507018
71478073,0.07378364571135757
33422380,0.30770143601013145
55577532,0.7947641415561825
93831587,0.032752874576554854
42212282,0.00940598660617202
68160400,0.006669151901884718
70627537,0.16104597293895903
61855566,0.008735753763193464
11941222,0.14583452968185145
81406937,0.0068377603931152504
66550353,0.05114515331595315
57692926,0.694572883671657
99071947,0.01759561867304015
36082000,0.006408122568861358
81827080,0.008317531307086803
88382354,0.007585921105155865
25759185,0.08748253752107121
74818932,0.3596258525520659
51263548,0.01920842678322935
80260050,0.0307663716554806
66807938,0.2954754463848037
95647648,0.5298331629266457
17363557,0.009280442530551901
55175651,0.03790943849943254
52704417,0.2854693850228595
17423797,0.010436353965463009
22577089,0.0071692473404995375
10813722,0.4514542306156098
79721416,0.035861988882026546
